Brand Name,Grain Type,Price per Bag (Naira),City,Country,Customer Rating,Number of Reviews,Month Sold,Units Sold,Revenue,Is_Premium_Grain,Quarter Sold,Log_Units_Sold,Brand_City
Caprice,Long Grain,11288.77,Lagos,Nigeria,1,116,June,125,1411096.25,0,Q2,4.836281906951478,Caprice_Lagos
Caprice,Local,17397.12588235294,Accra,Ghana,1,264,October,867,15083308.139999999,0,Q4,6.7661917146603505,Caprice_Accra
Uncle Sam,Long Grain,12078.24,Abuja,Nigeria,2,115,July,684,8261516.16,0,Q3,6.529418838262226,Uncle Sam_Abuja
Mama Gold,Local,21032.84,Kumasi,Ghana,3,146,June,157,3302155.88,0,Q2,5.062595033026967,Mama Gold_Kumasi
Royal Stallion,Long Grain,23157.59,Kumasi,Ghana,5,47,March,405,9378823.95,0,Q1,6.0063531596017325,Royal Stallion_Kumasi
King's Pride,Basmati,19451.88,Abuja,Nigeria,3,231,May,734,14277679.92,1,Q2,6.5998704992128365,King's Pride_Abuja
King's Pride,Local,16309.178125,Accra,Ghana,1,110,December,274,4468714.80625,0,Q4,5.616771097666572,King's Pride_Accra
King's Pride,Basmati,10826.57,Kumasi,Ghana,2,64,October,542,5868000.9399999995,1,Q4,6.297109319933935,King's Pride_Kumasi
Sunshine,Local,16457.08,Kumasi,Ghana,5,262,March,176,2896446.08,0,Q1,5.176149732573829,Sunshine_Kumasi
Tommy Tasty,Basmati,15689.978260869566,Accra,Ghana,1,98,April,254,3985254.4782608696,1,Q2,5.541263545158426,Tommy Tasty_Accra
Sunshine,Local,19224.94,Lagos,Nigeria,5,2,February,953,18321367.82,0,Q1,6.860663671448287,Sunshine_Lagos
Royal Stallion,Basmati,17924.66,Kumasi,Ghana,4,248,December,54,967931.64,1,Q4,4.007333185232471,Royal Stallion_Kumasi
Caprice,Long Grain,10909.6,Accra,Ghana,1,186,February,827,9022239.200000001,0,Q1,6.71901315438526,Caprice_Accra
Caprice,Basmati,11218.67,Kumasi,Ghana,2,150,June,781,8761781.27,1,Q2,6.661854740545311,Caprice_Kumasi
Golden Harvest,Long Grain,13025.38,Lagos,Nigeria,1,206,July,279,3634081.0199999996,0,Q3,5.634789603169249,Golden Harvest_Lagos
Golden Harvest,Local,15624.49,Abuja,Nigeria,3,48,June,890,13905796.1,0,Q2,6.792344427470809,Golden Harvest_Abuja
Tommy Tasty,Local,20129.7,Lagos,Nigeria,1,276,November,491,9883682.700000001,0,Q4,6.198478716492308,Tommy Tasty_Lagos
Golden Harvest,Local,19795.09,Lagos,Nigeria,5,217,October,688,13619021.92,0,Q4,6.535241271013659,Golden Harvest_Lagos
Royal Stallion,Basmati,11615.63,Lagos,Nigeria,2,250,September,137,1591341.3099999998,1,Q3,4.927253685157205,Royal Stallion_Lagos
Sunshine,Basmati,24113.7,Accra,Ghana,5,263,November,478,11526348.6,1,Q4,6.171700597410915,Sunshine_Accra
Uncle Sam,Long Grain,8172.74,Abuja,Nigeria,4,248,June,230,1879730.2,0,Q2,5.442417710521793,Uncle Sam_Abuja
Uncle Sam,Local,22757.97,Kumasi,Ghana,5,229,February,867,19731159.990000002,0,Q1,6.7661917146603505,Uncle Sam_Kumasi
Mama Gold,Local,17313.99653846154,Accra,Ghana,3,156,June,395,6839028.632692308,0,Q2,5.981414211254481,Mama Gold_Accra
Uncle Sam,Local,14703.56,Lagos,Nigeria,4,33,May,621,9130910.76,0,Q2,6.432940092739179,Uncle Sam_Lagos
Caprice,Basmati,16016.01,Kumasi,Ghana,2,40,January,101,1617617.01,1,Q1,4.624972813284271,Caprice_Kumasi
Caprice,Local,9632.75,Accra,Ghana,4,267,December,259,2494882.25,0,Q4,5.560681631015528,Caprice_Accra
Tommy Tasty,Basmati,21129.53,Abuja,Nigeria,3,72,November,941,19882887.73,1,Q4,6.848005274576363,Tommy Tasty_Abuja
Royal Stallion,Local,13413.96,Abuja,Nigeria,1,103,July,852,11428693.92,0,Q3,6.748759547491679,Royal Stallion_Abuja
Sunshine,Long Grain,11345.98,Lagos,Nigeria,2,192,September,917,10404263.66,0,Q3,6.822197390620491,Sunshine_Lagos
Sunshine,Basmati,17432.33,Lagos,Nigeria,2,176,February,674,11749390.420000002,1,Q1,6.51471269087253,Sunshine_Lagos
Sunshine,Local,8795.91,Accra,Ghana,1,197,February,56,492570.95999999996,0,Q1,4.04305126783455,Sunshine_Accra
Caprice,Basmati,10307.86,Lagos,Nigeria,1,91,April,968,9978008.48,1,Q2,6.876264611890766,Caprice_Lagos
Tommy Tasty,Local,20231.18,Accra,Ghana,4,237,March,777,15719626.86,0,Q1,6.656726524178391,Tommy Tasty_Accra
Uncle Sam,Basmati,22654.64,Kumasi,Ghana,5,189,January,971,21997655.439999998,1,Q1,6.879355804460439,Uncle Sam_Kumasi
Mama Gold,Local,24624.72,Lagos,Nigeria,1,85,June,242,5959182.24,0,Q2,5.493061443340548,Mama Gold_Lagos
Mama Gold,Local,18851.35,Accra,Ghana,1,246,August,834,15722025.899999999,0,Q3,6.727431724850855,Mama Gold_Accra
Caprice,Basmati,18822.65,Abuja,Nigeria,3,147,November,592,11143008.8,1,Q4,6.385194398997726,Caprice_Abuja
Golden Harvest,Long Grain,20910.13,Lagos,Nigeria,1,257,March,943,19718252.59,0,Q1,6.8501261661455,Golden Harvest_Lagos
Caprice,Local,14009.19,Kumasi,Ghana,1,122,February,848,11879793.120000001,0,Q1,6.744059186311348,Caprice_Kumasi
Golden Harvest,Local,12194.21,Kumasi,Ghana,4,120,December,227,2768085.67,0,Q4,5.429345628954441,Golden Harvest_Kumasi
Golden Harvest,Basmati,8982.09,Accra,Ghana,5,63,July,592,5317397.28,1,Q3,6.385194398997726,Golden Harvest_Accra
Golden Harvest,Long Grain,23827.69,Lagos,Nigeria,5,184,September,387,9221316.03,0,Q3,5.961005339623274,Golden Harvest_Lagos
Royal Stallion,Long Grain,11522.74,Abuja,Nigeria,5,99,June,803,9252760.22,0,Q2,6.6895992691789665,Royal Stallion_Abuja
King's Pride,Long Grain,24294.62,Lagos,Nigeria,2,96,May,758,18415321.96,0,Q2,6.6320017773956295,King's Pride_Lagos
Mama Gold,Local,8383.94,Lagos,Nigeria,2,119,October,713,5977749.220000001,0,Q4,6.570882962339584,Mama Gold_Lagos
Tommy Tasty,Long Grain,15499.63,Abuja,Nigeria,4,101,February,479,7424322.77,0,Q1,6.173786103901937,Tommy Tasty_Abuja
Tommy Tasty,Basmati,21241.61,Abuja,Nigeria,1,290,December,845,17949160.45,1,Q4,6.740519359606223,Tommy Tasty_Abuja
King's Pride,Local,13637.82,Kumasi,Ghana,2,124,September,681,9287355.42,0,Q3,6.525029657843462,King's Pride_Kumasi
Tommy Tasty,Local,21328.62,Accra,Ghana,1,219,September,205,4372367.1,0,Q3,5.327876168789581,Tommy Tasty_Accra
Golden Harvest,Basmati,11585.51,Accra,Ghana,5,206,April,818,9476947.18,1,Q2,6.70808408385307,Golden Harvest_Accra
Golden Harvest,Basmati,11604.73,Abuja,Nigeria,4,198,February,204,2367364.92,1,Q1,5.3230099791384085,Golden Harvest_Abuja
Uncle Sam,Long Grain,17972.57,Lagos,Nigeria,5,101,March,787,14144412.59,0,Q1,6.669498089857879,Uncle Sam_Lagos
Mama Gold,Basmati,18964.46,Accra,Ghana,5,130,November,280,5310048.8,1,Q4,5.638354669333745,Mama Gold_Accra
Royal Stallion,Local,9375.45,Kumasi,Ghana,2,267,November,64,600028.8,0,Q4,4.174387269895637,Royal Stallion_Kumasi
Mama Gold,Basmati,22826.59,Accra,Ghana,3,286,June,885,20201532.15,1,Q2,6.786716950605081,Mama Gold_Accra
Sunshine,Long Grain,8691.15,Accra,Ghana,2,278,November,866,7526535.899999999,0,Q4,6.7650389767805414,Sunshine_Accra
King's Pride,Basmati,11891.86,Abuja,Nigeria,1,24,July,153,1819454.58,1,Q3,5.0369526024136295,King's Pride_Abuja
Golden Harvest,Local,19947.37,Kumasi,Ghana,1,198,May,545,10871316.65,0,Q2,6.302618975744905,Golden Harvest_Kumasi
Uncle Sam,Local,10065.39,Kumasi,Ghana,1,182,October,164,1650723.96,0,Q4,5.10594547390058,Uncle Sam_Kumasi
Sunshine,Long Grain,18933.97,Accra,Ghana,1,262,October,389,7365314.33,0,Q4,5.966146739123692,Sunshine_Accra
Uncle Sam,Long Grain,12869.57,Kumasi,Ghana,4,263,April,913,11749917.41,0,Q2,6.81783057145415,Uncle Sam_Kumasi
Sunshine,Long Grain,10280.79,Abuja,Nigeria,5,151,August,567,5829207.930000001,0,Q3,6.342121418721152,Sunshine_Abuja
Sunshine,Basmati,17231.11,Abuja,Nigeria,3,177,July,213,3670226.43,1,Q3,5.365976015021851,Sunshine_Abuja
Sunshine,Basmati,9274.49,Kumasi,Ghana,4,51,June,698,6473594.02,1,Q2,6.54965074223381,Sunshine_Kumasi
Golden Harvest,Local,19478.38,Abuja,Nigeria,1,177,April,715,13927041.700000001,0,Q2,6.573680166960646,Golden Harvest_Abuja
Caprice,Basmati,10641.85,Lagos,Nigeria,4,256,December,79,840706.15,1,Q4,4.382026634673881,Caprice_Lagos
Sunshine,Long Grain,21372.01,Accra,Ghana,3,181,March,384,8206851.84,0,Q1,5.953243334287785,Sunshine_Accra
Royal Stallion,Basmati,9912.24,Kumasi,Ghana,3,251,July,366,3627879.84,1,Q3,5.905361848054571,Royal Stallion_Kumasi
Tommy Tasty,Local,16793.16,Accra,Ghana,2,295,March,549,9219444.84,0,Q1,6.309918278226516,Tommy Tasty_Accra
Mama Gold,Local,23533.34,Lagos,Nigeria,4,234,August,234,5506801.56,0,Q3,5.459585514144159,Mama Gold_Lagos
Tommy Tasty,Long Grain,17534.0,Accra,Ghana,4,78,July,785,13764190.0,0,Q3,6.666956792429207,Tommy Tasty_Accra
Caprice,Basmati,12195.86,Kumasi,Ghana,5,240,March,303,3695345.58,1,Q1,5.717027701406222,Caprice_Kumasi
Sunshine,Basmati,22510.61,Abuja,Nigeria,3,225,June,376,8463989.36,1,Q2,5.932245187448011,Sunshine_Abuja
Royal Stallion,Long Grain,14488.96,Lagos,Nigeria,2,138,June,574,8316663.039999999,0,Q2,6.354370040797351,Royal Stallion_Lagos
Tommy Tasty,Local,20229.68,Abuja,Nigeria,2,88,June,152,3074911.36,0,Q2,5.030437921392435,Tommy Tasty_Abuja
Uncle Sam,Long Grain,12678.98,Lagos,Nigeria,4,28,March,902,11436439.959999999,0,Q1,6.805722553416985,Uncle Sam_Lagos
Uncle Sam,Local,21530.22,Abuja,Nigeria,2,153,March,620,13348736.4,0,Q1,6.431331081933479,Uncle Sam_Abuja
Uncle Sam,Local,18872.12,Abuja,Nigeria,5,257,May,939,17720920.68,0,Q2,6.84587987526405,Uncle Sam_Abuja
Mama Gold,Local,8732.93,Lagos,Nigeria,2,54,September,293,2558748.49,0,Q3,5.683579767338681,Mama Gold_Lagos
Golden Harvest,Local,8735.72,Abuja,Nigeria,4,248,August,240,2096572.7999999998,0,Q3,5.484796933490655,Golden Harvest_Abuja
Royal Stallion,Basmati,9699.06,Accra,Ghana,1,170,April,237,2298677.2199999997,1,Q2,5.472270673671475,Royal Stallion_Accra
Mama Gold,Long Grain,16233.73,Accra,Ghana,5,274,July,981,15925289.129999999,0,Q3,6.889591308354466,Mama Gold_Accra
Caprice,Long Grain,8464.97,Accra,Ghana,2,165,May,766,6484167.02,0,Q2,6.642486801367256,Caprice_Accra
King's Pride,Local,12169.06,Accra,Ghana,1,284,October,418,5086667.08,0,Q4,6.037870919922137,King's Pride_Accra
Golden Harvest,Basmati,15936.07,Accra,Ghana,2,203,July,977,15569540.39,1,Q3,6.885509670034818,Golden Harvest_Accra
Golden Harvest,Long Grain,18608.28,Kumasi,Ghana,5,37,January,690,12839713.2,0,Q1,6.53813982376767,Golden Harvest_Kumasi
Sunshine,Long Grain,9998.11,Abuja,Nigeria,1,0,September,964,9638178.040000001,0,Q3,6.872128101338986,Sunshine_Abuja
Royal Stallion,Long Grain,16492.745,Accra,Ghana,4,98,April,85,1401883.325,0,Q2,4.454347296253507,Royal Stallion_Accra
Royal Stallion,Long Grain,14238.41,Abuja,Nigeria,5,84,April,62,882781.42,0,Q2,4.143134726391533,Royal Stallion_Abuja
Uncle Sam,Long Grain,19011.69,Lagos,Nigeria,1,231,December,571,10855674.989999998,0,Q4,6.349138991379798,Uncle Sam_Lagos
Tommy Tasty,Long Grain,17058.24,Accra,Ghana,5,202,December,415,7079169.600000001,0,Q4,6.030685260261263,Tommy Tasty_Accra
Caprice,Local,23623.67,Accra,Ghana,5,117,March,570,13465491.899999999,0,Q1,6.3473892096560105,Caprice_Accra
Mama Gold,Local,17391.26,Kumasi,Ghana,2,88,April,167,2904340.42,0,Q2,5.123963979403259,Mama Gold_Kumasi
Tommy Tasty,Local,22734.81,Lagos,Nigeria,3,7,June,880,20006632.8,0,Q2,6.78105762593618,Tommy Tasty_Lagos
Uncle Sam,Local,13677.03,Lagos,Nigeria,4,276,October,211,2885853.33,0,Q4,5.356586274672012,Uncle Sam_Lagos
Royal Stallion,Long Grain,20202.12,Kumasi,Ghana,1,27,January,189,3818200.6799999997,0,Q1,5.247024072160486,Royal Stallion_Kumasi
Caprice,Long Grain,21566.6,Accra,Ghana,2,49,September,81,1746894.5999999999,0,Q3,4.406719247264253,Caprice_Accra
King's Pride,Basmati,15685.28,Kumasi,Ghana,3,256,July,474,7434822.720000001,1,Q3,6.163314804034641,King's Pride_Kumasi
King's Pride,Local,10665.27,Lagos,Nigeria,5,52,October,166,1770434.82,0,Q4,5.117993812416755,King's Pride_Lagos
Caprice,Basmati,22689.7,Kumasi,Ghana,1,35,August,673,15270168.1,1,Q3,6.513230110912307,Caprice_Kumasi
Sunshine,Basmati,9757.03,Abuja,Nigeria,3,162,November,623,6078629.69,1,Q4,6.436150368369428,Sunshine_Abuja
Golden Harvest,Local,22616.12,Lagos,Nigeria,5,107,February,493,11149747.16,0,Q1,6.202535517187923,Golden Harvest_Lagos
Uncle Sam,Long Grain,13558.75,Kumasi,Ghana,4,207,August,748,10141945.0,0,Q3,6.618738983517219,Uncle Sam_Kumasi
Golden Harvest,Long Grain,14497.73,Lagos,Nigeria,1,3,February,966,14004807.18,0,Q1,6.874198495453294,Golden Harvest_Lagos
Sunshine,Long Grain,13152.97,Lagos,Nigeria,4,300,November,374,4919210.779999999,0,Q4,5.926926025970411,Sunshine_Lagos
Golden Harvest,Local,14485.51,Abuja,Nigeria,4,137,March,802,11617379.02,0,Q1,6.688354713946762,Golden Harvest_Abuja
Golden Harvest,Basmati,15014.0,Accra,Ghana,2,283,November,369,5540166.0,1,Q4,5.91350300563827,Golden Harvest_Accra
King's Pride,Long Grain,8292.98,Accra,Ghana,1,179,November,411,3408414.78,0,Q4,6.021023349349527,King's Pride_Accra
Tommy Tasty,Local,18506.795,Accra,Ghana,1,145,January,276,5107875.42,0,Q1,5.6240175061873385,Tommy Tasty_Accra
King's Pride,Basmati,9147.15,Accra,Ghana,3,274,June,135,1234865.25,1,Q2,4.912654885736052,King's Pride_Accra
Golden Harvest,Basmati,14700.59,Kumasi,Ghana,5,59,April,753,11069544.27,1,Q2,6.625392368007956,Golden Harvest_Kumasi
King's Pride,Long Grain,18982.77,Abuja,Nigeria,4,282,June,536,10174764.72,0,Q2,6.285998094508865,King's Pride_Abuja
Tommy Tasty,Basmati,21951.14,Lagos,Nigeria,3,79,August,560,12292638.4,1,Q3,6.329720905522696,Tommy Tasty_Lagos
Caprice,Local,17397.12588235294,Accra,Ghana,3,197,November,73,1269990.1894117645,0,Q4,4.304065093204169,Caprice_Accra
Sunshine,Basmati,24296.83,Lagos,Nigeria,5,212,July,707,17177858.810000002,1,Q3,6.56244409369372,Sunshine_Lagos
Uncle Sam,Long Grain,24361.94,Lagos,Nigeria,1,11,April,791,19270294.54,0,Q2,6.674561391814426,Uncle Sam_Lagos
Golden Harvest,Local,14485.51,Abuja,Nigeria,4,137,March,802,11617379.02,0,Q1,6.688354713946762,Golden Harvest_Abuja
Golden Harvest,Basmati,15014.0,Accra,Ghana,2,283,November,369,5540166.0,1,Q4,5.91350300563827,Golden Harvest_Accra
King's Pride,Long Grain,8292.98,Accra,Ghana,1,179,November,411,3408414.78,0,Q4,6.021023349349527,King's Pride_Accra
Tommy Tasty,Local,18506.795,Accra,Ghana,1,145,January,276,5107875.42,0,Q1,5.6240175061873385,Tommy Tasty_Accra
Sunshine,Local,12151.41,Kumasi,Ghana,1,35,July,426,5176500.66,0,Q3,6.056784013228625,Sunshine_Kumasi
Sunshine,Local,22672.09,Kumasi,Ghana,5,44,August,492,11154668.28,0,Q3,6.20050917404269,Sunshine_Kumasi
Uncle Sam,Basmati,15235.48,Kumasi,Ghana,1,278,June,916,13955699.68,1,Q2,6.821107472256465,Uncle Sam_Kumasi
Uncle Sam,Basmati,17989.23,Kumasi,Ghana,5,26,October,993,17863305.39,1,Q4,6.901737206656574,Uncle Sam_Kumasi
King's Pride,Basmati,12091.96,Lagos,Nigeria,4,97,November,922,11148787.12,1,Q4,6.827629234502852,King's Pride_Lagos
Caprice,Long Grain,12370.2,Lagos,Nigeria,3,50,April,800,9896160.0,0,Q2,6.68586094706836,Caprice_Lagos
Uncle Sam,Basmati,16299.85,Accra,Ghana,5,276,March,558,9095316.3,1,Q1,6.326149473155099,Uncle Sam_Accra
Royal Stallion,Long Grain,17895.77,Accra,Ghana,5,6,October,625,11184856.25,0,Q4,6.439350371100098,Royal Stallion_Accra
Mama Gold,Long Grain,15061.742999999999,Accra,Ghana,4,193,November,947,14263470.621,0,Q4,6.854354502255021,Mama Gold_Accra
Tommy Tasty,Long Grain,24409.76,Accra,Ghana,4,122,February,614,14987592.639999999,0,Q1,6.421622267806518,Tommy Tasty_Accra
Uncle Sam,Basmati,21420.57,Abuja,Nigeria,4,296,July,484,10367555.879999999,1,Q3,6.184148890937483,Uncle Sam_Abuja
Mama Gold,Long Grain,15061.742999999999,Accra,Ghana,4,156,July,987,14865940.340999998,0,Q3,6.895682697747868,Mama Gold_Accra
Mama Gold,Basmati,15620.39,Accra,Ghana,5,9,March,83,1296492.3699999999,1,Q1,4.430816798843313,Mama Gold_Accra
Golden Harvest,Long Grain,18304.86,Lagos,Nigeria,1,41,May,524,9591746.64,0,Q2,6.263398262591624,Golden Harvest_Lagos
Mama Gold,Basmati,24422.05,Abuja,Nigeria,2,180,May,916,22370597.8,1,Q2,6.821107472256465,Mama Gold_Abuja
Royal Stallion,Long Grain,11975.51,Kumasi,Ghana,3,73,June,466,5580587.66,0,Q2,6.1463292576688975,Royal Stallion_Kumasi
Mama Gold,Long Grain,18779.53,Kumasi,Ghana,4,25,November,126,2366220.78,0,Q4,4.844187086458591,Mama Gold_Kumasi
Royal Stallion,Local,11761.434444444443,Accra,Ghana,4,233,October,493,5798387.18111111,0,Q4,6.202535517187923,Royal Stallion_Accra
Golden Harvest,Local,13415.57,Accra,Ghana,1,271,December,730,9793366.1,0,Q4,6.594413459749778,Golden Harvest_Accra
Golden Harvest,Local,9078.26,Accra,Ghana,3,262,December,119,1080312.94,0,Q4,4.787491742782046,Golden Harvest_Accra
Golden Harvest,Local,18187.51,Kumasi,Ghana,3,195,February,933,16968946.83,0,Q1,6.839476438228843,Golden Harvest_Kumasi
King's Pride,Long Grain,14618.2,Abuja,Nigeria,2,63,April,704,10291212.8,0,Q2,6.558197802812269,King's Pride_Abuja
Sunshine,Long Grain,15434.83,Lagos,Nigeria,1,120,July,893,13783303.19,0,Q3,6.795705775173515,Sunshine_Lagos
Caprice,Basmati,11277.24,Lagos,Nigeria,5,157,March,324,3653825.76,1,Q1,5.783825182329737,Caprice_Lagos
Uncle Sam,Local,16634.640555555558,Accra,Ghana,1,146,August,991,16484928.790555557,0,Q3,6.899723107284872,Uncle Sam_Accra
Mama Gold,Local,22669.43,Accra,Ghana,1,79,December,501,11357384.43,0,Q4,6.218600119691729,Mama Gold_Accra
Mama Gold,Basmati,12910.1,Abuja,Nigeria,3,164,July,59,761695.9,1,Q3,4.0943445622221,Mama Gold_Abuja
King's Pride,Local,22024.71,Accra,Ghana,4,18,August,57,1255408.47,0,Q3,4.060443010546419,King's Pride_Accra
Royal Stallion,Basmati,15330.59,Kumasi,Ghana,2,217,February,326,4997772.34,1,Q1,5.7899601708972535,Royal Stallion_Kumasi
King's Pride,Long Grain,18539.25,Abuja,Nigeria,2,109,October,73,1353365.25,0,Q4,4.304065093204169,King's Pride_Abuja
King's Pride,Basmati,23362.97,Abuja,Nigeria,3,110,April,360,8410669.200000001,1,Q2,5.8888779583328805,King's Pride_Abuja
Sunshine,Basmati,9418.75,Kumasi,Ghana,1,214,June,551,5189731.25,1,Q2,6.313548046277095,Sunshine_Kumasi
Uncle Sam,Basmati,18495.06,Abuja,Nigeria,2,16,December,675,12484165.5,1,Q4,6.516193076042964,Uncle Sam_Abuja
King's Pride,Basmati,10496.2,Abuja,Nigeria,2,204,March,809,8491425.8,1,Q1,6.697034247666484,King's Pride_Abuja
Royal Stallion,Basmati,10646.07,Accra,Ghana,3,252,May,692,7367080.4399999995,1,Q2,6.541029999189903,Royal Stallion_Accra
Tommy Tasty,Local,12160.87,Lagos,Nigeria,3,120,October,69,839100.03,0,Q4,4.248495242049359,Tommy Tasty_Lagos
King's Pride,Basmati,15128.41,Lagos,Nigeria,4,250,February,244,3691332.04,1,Q1,5.501258210544727,King's Pride_Lagos
Sunshine,Basmati,12679.46,Abuja,Nigeria,1,175,February,629,7975380.34,1,Q1,6.4457198193855785,Sunshine_Abuja
King's Pride,Local,16309.178125,Accra,Ghana,1,293,May,939,15314318.259375,0,Q2,6.84587987526405,King's Pride_Accra
Sunshine,Basmati,23129.07,Abuja,Nigeria,1,237,June,961,22227036.27,1,Q2,6.8690144506657065,Sunshine_Abuja
King's Pride,Local,16309.178125,Accra,Ghana,3,33,June,436,7110801.662500001,0,Q2,6.07993319509559,King's Pride_Accra
Royal Stallion,Basmati,11464.43,Abuja,Nigeria,1,237,May,795,9114221.85,1,Q2,6.679599185844383,Royal Stallion_Abuja
Caprice,Basmati,24265.92,Accra,Ghana,3,50,August,892,21645200.639999997,1,Q3,6.794586580876499,Caprice_Accra
Tommy Tasty,Local,23005.51,Kumasi,Ghana,4,12,January,891,20497909.41,0,Q1,6.79346613258001,Tommy Tasty_Kumasi
Caprice,Local,17397.12588235294,Accra,Ghana,2,118,September,76,1322181.5670588233,0,Q3,4.343805421853684,Caprice_Accra
Sunshine,Basmati,17987.51,Abuja,Nigeria,1,236,March,299,5378265.489999999,1,Q1,5.703782474656201,Sunshine_Abuja
Uncle Sam,Basmati,10548.7,Kumasi,Ghana,5,116,March,553,5833431.100000001,1,Q1,6.317164686747284,Uncle Sam_Kumasi
Royal Stallion,Local,14131.6,Kumasi,Ghana,2,35,December,523,7390826.8,0,Q4,6.261491684321042,Royal Stallion_Kumasi
Caprice,Basmati,21384.95,Kumasi,Ghana,4,281,February,537,11483718.15,1,Q1,6.2878585601617845,Caprice_Kumasi
Royal Stallion,Basmati,20837.04,Kumasi,Ghana,2,248,May,903,18815847.12,1,Q2,6.806829360392176,Royal Stallion_Kumasi
Mama Gold,Long Grain,8922.46,Abuja,Nigeria,4,124,August,183,1632810.18,0,Q3,5.214935757608986,Mama Gold_Abuja
Tommy Tasty,Basmati,24215.03,Abuja,Nigeria,2,173,March,858,20776495.74,1,Q1,6.755768921984256,Tommy Tasty_Abuja
Tommy Tasty,Long Grain,17626.23,Lagos,Nigeria,4,211,October,125,2203278.75,0,Q4,4.836281906951478,Tommy Tasty_Lagos
Uncle Sam,Long Grain,21334.11,Lagos,Nigeria,3,280,November,217,4629501.87,0,Q4,5.384495062789089,Uncle Sam_Lagos
King's Pride,Basmati,21466.73,Lagos,Nigeria,4,11,October,902,19362990.46,1,Q4,6.805722553416985,King's Pride_Lagos
Uncle Sam,Basmati,10547.77,Lagos,Nigeria,4,186,August,235,2478725.95,1,Q3,5.4638318050256105,Uncle Sam_Lagos
King's Pride,Basmati,15441.346666666666,Accra,Ghana,4,206,July,202,3119152.0266666664,1,Q3,5.313205979041787,King's Pride_Accra
Mama Gold,Local,12582.69,Lagos,Nigeria,3,130,September,764,9613175.16,0,Q3,6.639875833826536,Mama Gold_Lagos
Golden Harvest,Local,21055.31,Abuja,Nigeria,3,61,December,868,18276009.080000002,0,Q4,6.767343125265392,Golden Harvest_Abuja
Uncle Sam,Basmati,22255.45,Lagos,Nigeria,1,245,February,770,17136696.5,1,Q1,6.647688373563329,Uncle Sam_Lagos
Sunshine,Local,14756.73,Abuja,Nigeria,3,119,February,766,11303655.18,0,Q1,6.642486801367256,Sunshine_Abuja
Mama Gold,Long Grain,15061.742999999999,Accra,Ghana,4,49,May,358,5392103.994,0,Q2,5.883322388488279,Mama Gold_Accra
Tommy Tasty,Long Grain,16282.88,Kumasi,Ghana,2,178,June,494,8043742.72,0,Q2,6.20455776256869,Tommy Tasty_Kumasi
Tommy Tasty,Local,14969.9,Abuja,Nigeria,3,150,November,418,6257418.2,0,Q4,6.037870919922137,Tommy Tasty_Abuja
Tommy Tasty,Basmati,8562.28,Accra,Ghana,3,197,May,994,8510906.32,1,Q2,6.902742737158593,Tommy Tasty_Accra
Sunshine,Long Grain,19428.9,Lagos,Nigeria,1,105,November,208,4041211.2,0,Q4,5.342334251964811,Sunshine_Lagos
